,Sample0,Sample1,Sample2,Sample3,Sample4,Sample5,Sample6,Sample7,Sample8,Sample9,Sample10,Sample11,Sample12,Sample13,Sample14,Sample15,Sample16,Sample17,Sample18,Sample19,Sample20,Sample21,Sample22,Sample23,Sample24,Sample25,Sample26,Sample27,Sample28,Sample29,Sample30,Sample31,Sample32,Sample33,Sample34,Sample35,Sample36,Sample37,Sample38,Sample39,Sample40,Sample41,Sample42,Sample43,Sample44,Sample45,Sample46,Sample47,Sample48,Sample49,Sample50,Sample51,Sample52,Sample53,Sample54,Sample55,Sample56,Sample57,Sample58,Sample59,Sample60,Sample61,Sample62,Sample63,Sample64,Sample65,Sample66,Sample67,Sample68,Sample69,Sample70,Sample71,Sample72,Sample73,Sample74,Sample75,Sample76,Sample77,Sample78,Sample79,Sample80,Sample81,Sample82,Sample83,Sample84,Sample85,Sample86,Sample87,Sample88,Sample89,Sample90,Sample91,Sample92,Sample93,Sample94,Sample95,Sample96,Sample97,Sample98,Sample99,Sample100,Sample101,Sample102,Sample103,Sample104,Sample105,Sample106,Sample107,Sample108
Gene14,0.6914212,-1.231179,1.1477652,-0.419646,-0.590791,-0.206658,0.4961319,0.4103898,0.3075549,1.0995906,-0.478942,-0.154308,0.0633180,-1.556417,-0.013920,2.0635238,-1.962991,0.8222584,-0.617991,-1.636829,0.4472796,0.7177781,-0.067185,0.7176942,-0.214748,-0.492277,-0.344739,-0.072961,0.7458366,-0.017643,0.6055599,-0.077253,-0.015615,-0.832086,1.0198471,1.3332919,-0.706186,1.6937074,0.4030493,0.3279297,1.4547218,-0.456878,0.4615767,-1.370496,0.7998990,-1.985655,0.8763132,-1.911647,-0.500626,-1.561678,-0.072668,-0.334849,0.8906854,1.7239336,-0.560216,0.3602212,-0.503703,-0.442236,-0.508950,-0.234548,-1.385062,0.0309570,-1.485239,0.4262443,1.0837509,-0.104756,-2.014930,-1.400530,-2.087754,1.2107556,-0.514461,-0.226002,2.2044802,1.1850318,2.3228068,1.3131006,-0.143079,-0.885815,0.1301865,-2.270247,1.1808239,-1.294952,0.4825739,0.1193954,2.0137641,-0.684560,0.0353520,0.3066156,-1.325449,-0.210493,2.0592113,1.0896175,0.0571355,0.4215920,0.4371291,0.0456464,-1.440394,1.2648439,-0.843349,0.8796565,-0.086741,0.7723744,0.3931726,-0.958411,0.0457501,-0.589618,-0.218418,-0.017110,-0.851339
Gene15,0.9797397,0.8991304,-0.399518,1.1094922,-0.343428,-0.528500,-0.155836,-2.108340,-0.694945,0.4291913,0.5947209,-0.837825,0.1737868,-0.152393,-0.747166,-0.499769,0.0758512,-1.096581,-0.447295,-0.434937,-0.578486,0.1773212,0.7546997,-0.910547,1.1687693,0.3442783,-0.498975,-0.698151,-0.870539,-1.323492,-2.383563,-0.638308,-0.379296,-1.275374,-0.914553,-1.433409,-1.141020,1.1065868,0.3157185,0.4609154,0.1950590,1.3879510,-0.508608,-0.613608,0.9831148,0.4615777,-0.963489,-0.510822,0.7747842,0.0015889,0.3068360,0.2936233,0.9761265,1.2050538,0.0915428,0.6818313,0.9478101,0.1782637,0.9920229,0.7370489,0.0711145,-0.615061,1.1160650,0.1044695,-0.684887,0.1654653,0.8544950,0.6010812,-0.648521,-0.640545,-0.093324,1.0623977,1.5395739,-0.775046,-0.145921,-0.937611,-0.091385,0.6704831,-0.028141,1.5812549,-0.380775,0.4243807,-0.351072,-0.278822,-0.410833,0.8819616,1.1523066,-0.547837,0.1905953,-0.021366,0.0531291,-0.820886,0.0306992,-0.086009,-0.093192,0.4214699,1.0633226,-0.336596,0.3036240,-0.778725,0.1797244,0.4126649,-0.362514,0.5078566,-0.448014,1.7649558,-0.825960,-0.412260,0.9465730
Gene16,-0.800682,0.1470491,-0.873455,0.0302027,-0.430241,-0.482564,-0.692876,0.6718777,-0.384745,-1.124605,0.5517829,0.3208933,0.8784149,-2.279664,0.9576647,-1.305117,0.2525044,0.1405672,0.0050885,-0.281861,0.2828205,0.0642709,0.5697197,0.9038812,0.4724405,-0.103957,0.3553423,-0.353931,1.1541192,0.1174739,-0.608880,-0.107599,-1.775086,-1.696874,0.0544140,-0.683410,-0.881503,-0.505999,0.3551013,0.7436835,0.1946633,0.3836966,0.7940551,-0.206851,-0.055222,0.2964920,1.0024063,0.7521503,-0.331391,0.3874248,1.0234813,0.6840989,-1.485516,-0.743767,0.5240306,-0.003834,0.4940272,-0.167349,1.2549210,-0.376921,-0.882260,-0.709156,0.6775612,1.0871071,0.9504963,-1.136710,1.1113231,-0.052617,-2.003004,0.1393702,0.7310350,0.1889386,-1.846182,0.2450942,-0.097624,0.6711301,1.3518424,0.1589662,-0.027813,-1.063277,0.1635974,-2.128406,0.0110895,1.7974373,-0.390098,-0.114898,-0.805877,0.3501597,-0.575000,0.3340947,0.0726999,1.3423830,0.6723779,0.3321177,0.6525805,0.2919522,0.2606554,0.3745308,0.4396954,1.0750868,-0.726215,0.1029351,1.0166342,1.3162975,-1.129119,-0.588678,-0.357408,0.0527645,-1.414450
Gene17,-0.919081,0.8624199,-1.336250,-1.442518,-0.278206,-0.107255,1.5641606,-0.110542,-0.422033,-1.052286,0.9527602,1.9022904,1.0574950,0.9201558,0.4417611,-1.065474,1.0388692,-0.082700,0.2922244,0.2675667,-1.983868,-0.629959,-0.296946,0.7529108,-0.226820,-0.845077,0.7073267,0.0553444,0.2748385,-0.373697,-1.787036,-1.814298,-0.221573,-1.564552,-0.753709,-1.587657,-0.802410,-0.446446,0.1821225,0.8302975,-0.253649,-0.696802,-0.310976,-0.670563,0.1979149,0.4535614,0.4331088,1.4715299,-0.969188,-0.099159,0.7021712,-0.453950,-0.519159,-0.373193,0.2441161,0.2884997,0.5462364,0.0131312,-0.211109,1.4600691,0.2102889,-1.625659,0.9846784,1.7723618,1.3610792,-1.512170,1.9829406,0.7203669,1.2569992,0.6701005,-1.125382,-0.276157,-0.511439,0.7025729,0.5397466,0.2006724,0.2472664,-0.236707,-0.862390,0.6385286,1.1827711,-0.357922,-1.072499,1.3227194,-0.032381,-1.491578,-0.678349,0.6569469,-0.047246,-0.195969,-0.160974,0.8407258,-0.866630,-0.663335,-0.346360,-0.403270,-0.142544,-0.316704,0.8232328,-0.205193,-0.112470,0.5561281,2.2657132,1.8821154,-1.214053,-0.016904,-0.293226,-0.435607,1.1804475
Gene18,0.9815324,1.1710452,2.9342736,-0.135211,-3.822297,-0.915232,1.5253621,1.2918736,-0.445517,-0.672366,-0.220242,1.2591825,0.6367473,-2.020327,1.1201313,3.3850491,-0.487825,0.2007363,-1.957191,-0.250792,-1.840183,-1.738108,-0.068465,0.9537835,0.0947272,-0.472468,1.4473385,-1.591377,-0.695168,-3.013295,-1.716148,-1.170564,-0.186420,-1.753818,0.8469016,-1.283561,-0.914255,0.0286493,0.8664876,0.7309336,-1.912824,0.0936001,-0.161295,-1.447520,-0.883812,0.3154890,1.2395961,1.5342809,0.4771855,-0.363229,2.1438648,-1.299202,-1.128975,-2.131446,-0.498794,0.9969558,0.3217820,2.1846470,0.0263567,-1.647848,-1.726668,-0.285407,-0.333881,0.0371206,0.3948452,0.1627080,0.1035070,1.2976972,-2.262741,1.5598490,-0.520129,0.8792704,0.4168078,2.9703788,0.1850479,-0.700676,1.9015907,0.4186550,0.4203440,0.0060303,0.4967984,1.1624783,-0.366085,1.7515115,-1.728557,-0.272649,-0.059510,0.7782900,-0.676923,-0.039054,-0.534086,1.3455471,-0.706989,0.8067852,0.9134471,-0.299890,-0.689887,1.4705622,-0.325254,-0.621692,-1.140079,0.7729469,0.1887908,-0.957477,0.1454989,0.3681187,2.9077806,1.2349737,-0.812459
Gene19,-0.483593,1.2001666,-0.392981,0.5700831,0.7875440,1.2082781,-0.203462,0.9296835,0.3211347,0.4900852,0.1122570,-0.404734,-0.318557,-0.854579,0.0574029,-0.689119,-0.447650,0.6361923,0.0134496,0.2759840,1.5346057,0.9699163,-0.987800,0.4075351,-0.489464,0.3975412,-0.444046,0.4293915,0.0160047,1.2996319,1.6209825,0.9703105,-0.613363,-0.602513,0.2146394,1.5930794,1.1680458,0.3224712,0.2438758,0.0681547,-0.252235,0.8431038,0.1162892,0.6592659,-1.149652,-1.177023,0.6902184,-0.713105,-0.591012,-0.615165,-0.559300,0.8713273,-1.295472,0.7576927,0.0620005,-0.113015,0.1358660,-1.163595,-0.060764,0.9963416,-0.723879,0.4182272,-0.708084,-0.511749,0.8298378,-0.527514,-1.882440,-0.776731,0.8361253,-1.308953,0.0198150,-0.137391,-2.057112,-0.708586,0.5525382,0.2559808,0.2519927,-0.372790,0.0106337,-1.326130,-0.351933,-0.350536,0.2531132,0.2115666,-0.117425,-0.084128,-0.706232,0.1836484,-0.508788,-0.433275,1.0868837,-0.283416,0.3868061,-0.828012,0.6044663,-0.492085,-0.374579,0.5607834,0.9274460,0.0561088,1.4186334,-0.033645,-0.462739,-0.140456,0.1366527,-0.500755,-0.738381,-0.342582,0.4207344
Gene20,-0.717826,-1.232759,-0.828822,0.3333895,0.6437842,-0.777838,-1.047761,-0.634553,-0.367363,-1.023140,-0.759204,0.7885724,-0.707264,0.9226701,-0.171691,0.1521292,1.8535360,0.8309561,1.5724507,1.0634597,1.5371699,-1.023794,0.5242919,-0.002187,0.6479206,-0.679328,-1.098441,1.5327052,1.1887899,1.0962565,1.3623717,1.2956832,-0.169190,0.5370393,0.8485544,0.0675179,0.5309648,-1.053517,-0.398983,-0.183252,-0.023180,-0.465642,2.1732970,0.0527503,-0.448569,0.0022068,0.8668171,-0.398347,-0.262834,-0.031773,-0.242314,0.9239116,0.9389199,0.6393585,-0.192588,-1.560548,-0.982184,-1.461962,-0.267731,-0.465032,0.6297833,-0.500398,-0.257317,-1.140800,-0.685778,-1.967382,0.0665097,-0.405713,0.5695383,0.7143101,0.5355829,0.1151706,-0.014970,0.1060797,0.6493474,0.1645677,-0.425915,-0.535088,-0.016947,0.5260374,-1.290259,-0.239447,-0.184985,-0.366809,1.0742238,-1.757740,-0.147780,-0.666953,0.7982498,0.9323892,0.0757609,0.2389248,-1.145035,0.0071933,-0.349650,-0.368255,1.9426157,-0.760030,-1.320861,1.0123893,-0.403911,-0.185048,0.0925054,0.0660096,0.2898597,-1.111593,1.0393784,-0.376059,-0.269531
Gene21,0.2752881,0.3425762,-1.572890,-0.163890,0.9298945,1.2547922,-0.410126,0.0483961,-0.153522,0.5882760,-0.239724,-1.979048,0.0378293,-0.749795,-0.398350,-0.308447,-0.427189,-2.107775,-1.289819,-0.599330,0.3652751,0.6582804,0.1710702,-1.435831,0.5033973,-0.982660,0.4431200,-0.946194,-1.899048,-1.266028,0.3033740,-2.079841,-0.485651,0.3352809,-1.209423,0.3597368,-0.889296,1.4490600,0.2060754,0.4305249,0.2540141,0.0199197,-1.241365,0.3379250,-0.597793,0.4529881,-0.235454,-0.287883,1.3019638,0.8230461,0.3425176,0.4538078,0.2867664,-2.010373,0.0086227,0.9713115,0.2244122,0.4117504,0.4497430,0.9594791,0.1575732,-0.259789,0.8919384,-0.598332,-0.737663,1.0828795,0.6770512,-0.330495,0.5918845,0.3203314,-0.708738,-0.072918,1.0288661,0.7021795,-1.218630,0.9532413,-0.297726,0.8797545,0.1838587,0.4100784,-0.093029,-0.044592,0.8283383,-0.347962,0.2598103,-0.324659,-0.130438,0.6615164,-0.598843,0.9395502,-0.911141,-0.351450,0.8670576,0.0708396,1.4360171,-1.160249,0.9843307,0.9213426,-0.028972,-0.256534,1.1531932,0.5043751,-1.194647,-0.175104,0.6371678,0.4064508,0.9163899,1.1020950,0.2400501
Gene22,-0.340024,0.4708660,-0.992176,0.2576186,0.4531305,0.5928062,1.2110460,0.1499897,0.4224892,0.0771967,-0.012178,0.2117982,-0.419893,-0.414265,0.4720489,-1.083873,0.5455061,0.7950571,-0.036189,-0.478824,-1.571037,1.0386506,-0.608848,0.8201119,-0.932773,-0.858296,0.4508782,-1.087790,-0.204761,0.2803051,-1.895346,-0.535431,-0.141299,-0.702145,-0.071154,-0.530269,-1.014713,0.7680510,0.5162013,1.1900788,0.5031166,-0.251278,-1.122041,0.1762835,1.6064671,-0.643798,-0.041699,0.2529249,-1.297863,-0.279957,0.5162849,-0.513122,0.8295593,0.1898136,0.4143013,0.6202339,-0.222275,-0.556991,-0.082964,0.6365932,-0.613528,-0.755885,-0.654527,1.7971297,0.7259780,0.1719817,1.5340383,0.1068168,-1.107556,-0.247335,-0.976882,-0.449411,-0.532172,-0.710782,0.7993636,1.6563655,-0.665491,-0.753645,0.2739809,0.2693585,1.5080633,-1.220833,-0.493887,0.8826072,-0.436880,0.0522959,0.7120633,0.0021599,-0.586758,0.1832185,0.3361077,0.5260439,-0.322033,0.6479177,1.1324665,-0.138651,-0.673863,-0.071514,0.2903535,0.0884178,-1.009020,0.4901503,2.0443978,0.9948047,-2.019812,-0.320918,-0.137228,-0.500523,0.6469401
Gene23,0.7248273,-0.541107,1.5515431,0.2754350,-1.153571,0.2172068,-0.275264,0.1551743,0.5449241,0.8549881,0.3667915,-0.952046,0.1640418,-1.614835,0.9253624,1.1195088,-1.151549,-0.614772,-2.849686,-2.672588,-0.738088,0.7259478,-0.481486,-0.836949,-0.485283,-0.714176,0.2120318,-1.159179,-1.640909,-1.141097,-1.359492,-2.342031,0.5980778,0.3230128,-0.245203,-0.357336,-0.612537,0.6671233,0.5443933,-0.077967,-0.188730,-0.174672,-1.069567,-0.551715,0.1493836,0.2319202,-1.020028,0.4546574,0.7825396,0.5454848,-0.023097,-1.225325,1.6222913,-1.350263,-0.088101,-0.289641,0.1409051,0.7270043,1.2477624,0.1488894,0.0061799,0.5344970,0.8734349,-0.055176,-0.005157,1.1553163,0.6839980,0.5539542,-1.409038,0.3681931,1.3973083,-0.764802,0.4735183,0.5999441,0.5631863,-0.204304,-0.735785,1.4219053,-0.168435,1.5962547,-0.491658,0.8482827,1.6306470,0.2238182,0.0252949,1.3571942,0.9689931,-0.296580,-1.882716,-0.055013,-0.006800,0.4280803,1.8275593,0.9430885,0.5652993,0.1289869,-0.597393,1.2140267,0.1381370,-1.141228,0.2167524,0.6967657,-0.993804,0.6303310,1.3096931,-0.053723,-1.169816,0.3065705,0.3212994
Gene24,-0.542244,0.0679738,-0.892591,0.0649395,-2.005296,-0.353814,0.9599485,0.2795299,-0.482830,-0.936965,-0.371144,-1.338687,0.3815830,-0.020026,-0.588276,0.6268512,0.3553329,-0.427204,0.1110303,-0.364942,-0.585017,-0.422867,0.2867390,0.7153517,-0.226250,0.1407284,0.7645520,-1.064389,-0.052816,0.0360664,0.4608483,-0.108707,0.0006259,0.4621898,0.1576586,-0.339760,-0.985639,-0.009350,-0.644024,0.4914939,0.0765136,-1.040272,-0.074495,-0.186128,-0.636363,0.5922052,0.9901015,1.8103653,-0.354208,0.4269043,1.0989555,-0.173904,-1.145174,1.5684128,-0.711186,-0.533728,0.7190818,0.9717631,-0.239028,-1.012719,-0.290401,-0.655552,-0.742577,1.1393333,-0.103334,-0.289315,-0.629778,0.6884830,0.5055122,-0.029789,-1.449537,1.0760142,-1.132949,1.0848923,-0.794878,0.6718047,0.5594091,-0.007300,0.2456489,0.7240101,0.7404728,0.0031463,-0.421315,0.2589929,-0.048236,-1.411014,-0.694359,0.1498752,0.3492342,-0.235878,-0.193652,0.5959456,-0.525676,-0.950196,-0.472759,0.4425897,1.3881918,-0.139834,1.5399871,-0.961953,0.9353291,0.1547307,1.7715049,0.7073765,-0.621817,-0.007598,1.6374386,0.4907269,-0.798627
Gene25,-0.127792,0.1073742,0.6637269,-0.353999,-0.370503,-0.376874,0.8767377,0.5547666,0.4221929,-0.396868,0.3172895,-0.817148,0.7758781,0.4908151,0.1396738,0.4584767,0.6019101,-0.099902,-2.428099,-1.767892,-1.423850,0.3557287,-0.924664,0.3649393,-0.503210,-0.769485,-0.558568,-0.951602,-0.218344,-0.934586,-2.007100,-0.313007,-0.007692,-1.337627,-0.304231,-0.573393,-1.854633,-0.828005,0.9849014,0.1111083,-0.193902,-0.271850,-0.100138,-0.821053,0.0366740,0.3567591,-0.798675,1.1817189,-0.098316,-0.829471,1.4259455,-1.072261,-0.652774,0.6356613,1.2491230,0.5886550,0.6310169,1.3282155,-0.146020,-0.112439,-0.540441,0.3847847,-0.872406,1.2645278,0.3321979,-0.657645,1.2270677,1.5108097,-0.107605,-0.438156,0.0578804,-0.402314,-1.293870,-0.018186,-0.605633,-1.435695,1.9699020,-0.288950,1.3146687,0.4999597,0.2211443,0.6520452,-0.847582,1.4502847,-1.096621,0.0375524,0.1024087,0.0640705,-0.309092,0.2428962,0.3302631,0.6650646,0.1807881,-0.245720,1.0497057,1.5323458,-1.108276,-0.874118,2.5311824,-1.393646,-0.668460,0.9180581,2.2115903,1.1971514,-0.597477,1.3683176,0.7997470,-0.050933,0.4231212
Gene26,-1.138095,0.7583098,0.9511307,0.8109613,-2.430065,-2.672318,-0.841833,-0.688955,-0.179908,-1.926083,-0.351466,0.3874071,0.7703151,0.1894453,0.6886631,1.3460387,1.3701448,1.0347415,0.8739275,1.6697459,0.5290528,-1.961960,1.8999946,-1.102862,0.9128522,-0.899197,-0.627089,0.1509019,0.6050288,0.0584897,1.5039109,0.2133734,-0.363530,-0.055323,0.2190577,0.0902035,0.2850849,-3.554208,-0.704765,0.0452780,0.0109272,0.3340296,0.6713787,-0.799219,-2.898311,0.8362545,0.4616270,0.0098395,0.8797732,0.2759155,0.4075330,1.3910695,-1.439782,-1.060382,-0.446105,0.3756341,0.2005274,1.9808840,-0.753902,-2.442221,-0.122331,-0.174275,-0.304880,-1.009216,-0.977065,-0.248849,0.5366002,0.1075039,1.0670352,0.0218006,0.2395314,0.5042756,2.7678704,0.9085679,-1.459843,0.0967697,2.0483470,0.1627428,0.7455057,0.8551650,-1.499258,0.5853115,0.4316309,0.7019629,-1.816874,-1.079741,-0.282255,0.2070291,1.6190792,0.4328622,-1.463640,0.1173458,-0.206651,-0.485781,-1.381823,1.2195243,0.9571695,0.6150406,0.2498721,0.8428149,0.9887966,-0.452575,-0.894344,-0.697533,0.4036910,-1.136431,0.7134077,0.5628373,-0.878585
Gene27,-0.698391,0.8672037,-0.206099,1.1133530,-1.399677,-2.183021,0.3574110,-0.069091,0.1486447,-0.393580,0.3257056,-1.254551,0.4779112,-0.617002,0.9122549,0.1851587,-1.097391,-1.296099,0.0201379,1.6567223,-0.400805,-0.518698,0.7563574,0.4149122,0.8652269,-0.169441,0.1775316,-1.015752,0.1079218,-0.832790,-0.374330,-0.217327,-0.666129,0.8457198,0.4609687,0.4675920,-0.189062,-0.156703,-0.085719,0.7429541,0.0219307,0.2419028,0.4431838,0.6444316,-0.370370,0.9264835,-0.135186,-0.287890,0.8059566,0.0064925,0.5074121,1.0285094,0.2654299,-0.428351,0.9379801,0.7303826,0.9052676,-0.908238,0.3268376,-2.117065,-2.548200,0.7108625,1.2069785,-0.861872,0.7395257,0.3604335,-0.280269,-0.623120,1.6802766,0.6029624,1.7833397,-0.798831,-0.015307,-1.977266,0.7938163,-0.406872,0.5044992,0.7630168,-0.573980,0.3032873,0.0069228,-0.005632,-0.631256,-1.227050,0.5253362,0.8180672,0.3032984,-0.173501,-1.121361,-0.531255,-0.716741,-0.564354,-0.927476,0.0785796,2.0466419,0.1568792,0.6839069,2.1689350,-0.673652,1.9651796,0.6102093,-0.779217,0.3167595,-0.547583,0.0792744,-1.826950,-0.428350,-1.244035,-0.331967
Gene28,-0.672631,0.6874694,-1.759462,-0.469314,0.0891223,-1.411995,0.4632324,-0.405063,-0.334680,-1.270769,0.8601743,0.3267214,0.9403657,-0.134630,0.4074424,0.1651270,1.1210277,-0.903978,-0.433770,0.8729021,-1.349330,-1.450550,-0.005665,-0.232787,0.1495310,-0.284598,0.7958339,-0.812457,-0.169620,-0.765385,0.0549850,-0.669173,-0.565604,0.5131532,-0.251826,-2.244995,-1.137804,-1.124208,-0.351604,1.1249681,-0.095684,-0.330992,-0.162431,0.0933075,0.2744387,1.9459354,0.6678326,1.0203931,0.3049994,1.2803017,-0.142217,-1.022546,0.0003190,-0.334733,0.6068671,-0.610133,-0.210184,-0.341211,0.1404909,-0.070409,0.3495294,-1.200046,0.2268155,1.2035865,-0.574872,-1.430093,1.7712657,-0.126870,-0.126538,-0.572210,-0.762078,-0.316278,-1.205179,1.4219209,-0.232379,2.0331919,0.3972593,-1.009303,-0.441065,0.3133838,0.8876046,-2.102863,-0.131464,1.4364927,-0.587172,0.3000357,0.0039407,1.0612112,-0.148531,1.0126692,-0.301721,2.4474870,1.3987458,-0.287643,0.2864285,0.4776077,0.5032640,-0.260825,-0.129058,-0.096455,0.5553966,-0.564398,1.2502752,0.6497679,-0.413599,-0.549778,0.6598810,0.7393560,-0.191175
Gene29,0.3787672,-0.259241,0.2952984,-0.101018,1.8613290,0.8371655,0.1313100,-0.843746,-0.347600,0.2256633,-0.519010,0.5966429,-0.207468,1.3491101,-0.451565,-0.254801,0.8402355,0.2500294,0.9084609,-1.360089,-0.690942,0.2668742,-0.841257,-0.560931,-0.323040,-0.165958,-0.171115,1.3836805,0.3436317,0.3179078,-0.575031,0.0531469,1.1157742,0.7888111,-0.237189,0.0947632,0.9672471,1.2827667,0.1867584,-0.232075,-0.847305,-0.057574,-0.949380,-0.037203,1.0536524,0.0456171,-0.584162,-0.633196,-0.943509,-0.480423,-0.812973,-0.588693,0.8630447,0.5814719,0.9593852,-0.814958,0.8056338,-0.474299,-0.215501,2.2801870,0.6801827,-0.822736,-0.321043,0.0745690,0.0451232,0.2619078,0.6007478,-0.536548,0.9343574,0.1103199,-0.202225,-0.517078,0.3896223,-1.242823,0.0791097,-0.606626,-1.703268,-0.562421,-0.447372,0.6082332,-0.477732,1.1555988,-0.049568,-0.859855,0.4851392,-0.518960,0.4052659,-0.694520,-0.345496,-1.337026,0.1692359,-0.203882,-1.088836,0.8232770,0.2035981,-1.055618,0.2427218,-0.818947,-0.298538,-1.195959,-1.057499,0.5985002,0.1829167,0.4719754,0.3559134,0.7562469,0.2744138,-0.612446,0.8479415
Gene30,0.0352732,1.2712093,-0.433208,1.2431961,-0.197770,-0.448397,0.2621607,-0.195491,0.5896797,0.0183666,0.7515568,0.6809242,0.5058607,0.3538201,0.1077276,-0.086499,-0.530621,-1.090522,0.9405680,0.4804969,-0.358100,0.8625033,0.4446263,0.2468101,1.2503448,-0.155787,-0.268384,-0.870323,-0.984165,-0.701461,-0.659507,-1.776726,-0.048936,-0.032617,-0.710179,-2.688922,-1.345144,0.2083135,0.8268793,2.2686807,-0.652775,-0.366842,0.2750336,0.7533807,0.4060427,1.7626436,-0.050189,-0.340547,1.5733535,1.2673670,-2.094122,0.6172820,0.7046901,-1.818309,1.0582630,0.2065464,0.2885468,-2.133253,0.9719138,-0.712325,0.0069996,0.2888648,1.9148422,-0.476060,-0.482290,2.0036546,-1.699627,0.0353684,-0.848003,1.3208421,-0.089788,-0.451158,-0.140610,-0.955008,0.2097306,-0.475011,0.3281139,-0.459983,-0.092259,-0.991797,-0.583330,-1.604545,1.4596312,-1.491826,0.1476905,1.3527327,-1.038341,1.1929199,0.0287519,0.5940787,-1.032404,0.3415604,-0.563988,0.0158323,0.3323781,-0.817619,1.2411155,0.5929194,-1.246500,0.5014761,0.2657182,0.8350512,-0.861427,-1.080002,-0.360631,-0.664872,0.3087659,0.6489385,1.0561882
Gene31,1.4041878,0.3274686,0.4493777,-0.579282,-1.946064,0.7083153,0.6178587,1.0271271,1.0418793,0.2105859,0.6516396,-0.112589,1.4307963,0.2395284,-0.723118,-0.130826,0.4390115,-1.602660,-2.267686,-1.288798,-0.966613,-1.177072,-0.641806,-0.212425,-0.556746,-0.273728,0.8271754,-0.797702,-0.766741,-2.111967,-1.801221,-1.205800,0.4145033,-1.991033,-0.021336,0.2151671,-1.013070,-0.225059,0.4220996,-0.056409,1.3742034,0.1187139,-1.157675,0.0315695,-0.756566,-0.467831,-0.844948,1.5215954,0.7866704,0.7007271,1.6868226,0.7023734,0.0510906,-2.499324,-0.647056,1.1044071,0.9732314,2.1332027,0.2754598,-0.274209,-1.999311,-0.286876,0.1825261,0.8581255,-0.125227,-1.019467,-1.151019,0.5143376,-0.430004,0.1123866,-0.448223,0.2681557,-1.032145,1.1262715,0.1577777,-1.318490,2.5785768,0.6277844,1.4948336,0.2612140,-0.379623,1.6608087,0.4260425,1.4646127,-1.521507,-1.209636,-0.760868,-0.247652,1.0552531,0.0899562,0.4295022,0.3073121,1.0791479,-1.237692,-0.034488,0.6000340,0.0152248,0.6741964,3.2282826,-0.913006,0.6694739,0.4858236,0.2091021,-0.478851,0.2206163,0.5061353,0.0266487,0.8797700,-0.385256
Gene32,0.8140912,-0.692682,0.7984691,-0.515762,0.8836582,-0.019012,-0.185820,0.4648554,-0.916681,-0.229179,0.2055509,-0.288167,0.3139637,-0.841039,-1.739811,-0.609161,-1.415064,-0.985931,1.0382732,-0.721167,1.3951352,-0.859302,1.2022983,-0.363728,0.2284128,0.2255898,-0.272692,0.5518592,1.0714565,0.5099795,2.7651509,1.1107902,-0.733999,0.8575726,-0.283731,2.1244881,-1.097429,1.2767069,-0.996134,1.7959662,0.8430920,0.7282177,0.8562598,0.0208453,-0.651476,-1.585097,-1.221856,-0.996748,0.1362300,-0.004247,0.3615461,0.3222340,-0.409077,3.7863672,-0.215822,0.3808403,0.3872894,-2.276593,-1.394121,-0.064241,-0.071330,0.0992728,-0.026330,-1.193280,-0.500221,-0.559938,-0.779983,-0.753413,1.3191140,0.7400396,-0.237138,-0.251568,1.5872069,-1.256628,-0.247929,-0.409532,-0.178236,0.2462713,1.4715444,-0.450195,-0.368639,0.3345360,-0.947080,-1.686203,1.9172184,-1.170707,-0.605990,-0.604356,-0.313434,0.0650391,1.2546946,-1.733330,1.2302770,0.0102713,-0.128639,-0.139796,-0.066063,1.1590296,-0.667686,2.1174014,-0.030630,-0.425841,-0.589413,-0.030582,-0.102819,-0.234019,-0.054737,-0.948671,-0.658953
Gene33,-1.216973,1.0630429,-0.451545,0.0993553,0.9143146,-0.730925,-1.295866,-1.093356,0.6415954,-0.281885,1.7803644,-0.822240,1.2314139,-0.104662,0.2344596,-1.013749,-0.515924,-0.408422,0.6588561,-0.587329,0.5152348,-0.199588,0.5320258,-0.786363,0.7993854,-0.894292,-0.572854,-0.516639,0.3184550,0.4322210,1.2824349,0.7446347,-1.204235,1.7362752,-0.729365,0.2788945,-1.100141,-0.523182,-1.355207,0.7174249,-0.845873,0.4253491,0.4906004,-1.143764,-1.139212,0.7473870,-0.627809,0.5936414,-0.007210,1.0657859,-0.189405,0.0086121,-0.592464,1.3953283,1.6268402,-0.062337,0.8005548,-0.128483,0.3869526,-0.488153,0.2270645,-0.640875,1.0957991,-0.487821,-0.533139,-1.445658,1.2929086,-0.495671,1.5943542,0.0297010,0.1901143,-0.726072,-0.313951,-1.336261,-0.861080,-1.095547,-0.517826,1.8284950,-0.610908,0.5671359,-1.465368,-0.148711,0.6699904,-0.521031,-0.228221,0.7919156,0.0980383,0.0449835,-1.580551,1.0585738,0.0075438,-0.052554,0.6883768,0.1947014,1.2351182,-0.299398,0.9751453,1.6633135,0.4621626,0.2650991,0.8637913,-0.804276,-0.168769,0.5989195,-0.110837,-0.677587,-0.282284,0.2377089,-1.168518
